danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track_uri,track_name,artist_name,artist_popularity,artist_genres,album_name,track_popularity
0.461,0.889,11,-1.805,0,0.0625,0.00335,0,0.0884,0.318,72.01,audio_features,0zfFpF13n1lQ7LoGTGXCUQ,spotify:track:0zfFpF13n1lQ7LoGTGXCUQ,https://api.spotify.com/v1/tracks/0zfFpF13n1lQ7LoGTGXCUQ,https://api.spotify.com/v1/audio-analysis/0zfFpF13n1lQ7LoGTGXCUQ,179167,4,spotify:track:0zfFpF13n1lQ7LoGTGXCUQ,Breathe It In - Radio Edit,SAVI,29,['pop edm'],Breathe It In,22
0.507,0.923,7,-2.619,1,0.0483,0.00352,8.96E-06,0.225,0.297,175.009,audio_features,33qxdEkOsaYjD5IyY7EHqH,spotify:track:33qxdEkOsaYjD5IyY7EHqH,https://api.spotify.com/v1/tracks/33qxdEkOsaYjD5IyY7EHqH,https://api.spotify.com/v1/audio-analysis/33qxdEkOsaYjD5IyY7EHqH,251131,4,spotify:track:33qxdEkOsaYjD5IyY7EHqH,Bring Back the Summer (feat. OLY) - LA Riots Remix,Rain Man,39,['pop edm'],Bring Back the Summer (feat. OLY) [Remixes - Part 2],16
0.449,0.704,5,-2.83,0,0.0335,0.0208,0,0.322,0.234,74.985,audio_features,3xrKOzjmwowFOnucoSlcWR,spotify:track:3xrKOzjmwowFOnucoSlcWR,https://api.spotify.com/v1/tracks/3xrKOzjmwowFOnucoSlcWR,https://api.spotify.com/v1/audio-analysis/3xrKOzjmwowFOnucoSlcWR,184062,4,spotify:track:3xrKOzjmwowFOnucoSlcWR,Bring Me To Life,Levianth,36,"['bass trap', 'traprun']",Bring Me To Life,29
0.325,0.672,8,-5.336,0,0.255,0.323,0,0.0829,0.285,189.776,audio_features,0XyCi5b7EB4iAw875dunR0,spotify:track:0XyCi5b7EB4iAw875dunR0,https://api.spotify.com/v1/tracks/0XyCi5b7EB4iAw875dunR0,https://api.spotify.com/v1/audio-analysis/0XyCi5b7EB4iAw875dunR0,178539,4,spotify:track:0XyCi5b7EB4iAw875dunR0,Broken,WE ARE FURY,44,['traprun'],DUALITY,0
0.49,0.828,1,-4.374,1,0.0379,0.0265,0,0.149,0.31,170.049,audio_features,2yg53XBaQDtIk6hYT2VFSD,spotify:track:2yg53XBaQDtIk6hYT2VFSD,https://api.spotify.com/v1/tracks/2yg53XBaQDtIk6hYT2VFSD,https://api.spotify.com/v1/audio-analysis/2yg53XBaQDtIk6hYT2VFSD,228706,4,spotify:track:2yg53XBaQDtIk6hYT2VFSD,Broken,William Black,55,"['melodic dubstep', 'pop edm']",Broken,45
0.542,0.447,1,-6.746,1,0.0325,0.173,0,0.103,0.172,144.863,audio_features,2PnQicmxjD9DGm790aLqNp,spotify:track:2PnQicmxjD9DGm790aLqNp,https://api.spotify.com/v1/tracks/2PnQicmxjD9DGm790aLqNp,https://api.spotify.com/v1/audio-analysis/2PnQicmxjD9DGm790aLqNp,204000,4,spotify:track:2PnQicmxjD9DGm790aLqNp,Broken Glass,SABAI,54,[],Broken Glass,46
0.742,0.555,8,-6.201,0,0.0343,0.27,0,0.0836,0.364,112.057,audio_features,1uzu4pCYab9vO52xJBG7Wd,spotify:track:1uzu4pCYab9vO52xJBG7Wd,https://api.spotify.com/v1/tracks/1uzu4pCYab9vO52xJBG7Wd,https://api.spotify.com/v1/audio-analysis/1uzu4pCYab9vO52xJBG7Wd,180000,4,spotify:track:1uzu4pCYab9vO52xJBG7Wd,Broken Love,Shavi,27,['deep tropical house'],Broken Love,16
0.545,0.668,7,-3.962,0,0.0906,0.148,0,0.372,0.249,149.988,audio_features,6tPnAqe6UNeKMoOrruBSEi,spotify:track:6tPnAqe6UNeKMoOrruBSEi,https://api.spotify.com/v1/tracks/6tPnAqe6UNeKMoOrruBSEi,https://api.spotify.com/v1/audio-analysis/6tPnAqe6UNeKMoOrruBSEi,198286,4,spotify:track:6tPnAqe6UNeKMoOrruBSEi,Broken Ones (with Anna Clendening),ILLENIUM,72,"['edm', 'melodic dubstep', 'pop dance']",ASCEND,44
0.559,0.777,1,-5.031,1,0.0432,0.31,0,0.105,0.329,87.016,audio_features,0xMd5bcWTbyXS7wPrBtZA6,spotify:track:0xMd5bcWTbyXS7wPrBtZA6,https://api.spotify.com/v1/tracks/0xMd5bcWTbyXS7wPrBtZA6,https://api.spotify.com/v1/audio-analysis/0xMd5bcWTbyXS7wPrBtZA6,231212,4,spotify:track:0xMd5bcWTbyXS7wPrBtZA6,Burn,Ellie Goulding,80,"['indietronica', 'metropopolis', 'pop', 'uk pop']",Halcyon Days,56
0.469,0.649,8,-4.943,0,0.033,0.271,0,0.106,0.329,157.089,audio_features,3xStfBqH2vrjoUtzpSdoov,spotify:track:3xStfBqH2vrjoUtzpSdoov,https://api.spotify.com/v1/tracks/3xStfBqH2vrjoUtzpSdoov,https://api.spotify.com/v1/audio-analysis/3xStfBqH2vrjoUtzpSdoov,218599,4,spotify:track:3xStfBqH2vrjoUtzpSdoov,Burn It Slow,Guytano,26,['minneapolis indie'],Burn It Slow,23
0.596,0.579,7,-6.175,0,0.0517,0.242,0,0.378,0.549,92.092,audio_features,0NeUvbn4s2Vd2qIeol68Nm,spotify:track:0NeUvbn4s2Vd2qIeol68Nm,https://api.spotify.com/v1/tracks/0NeUvbn4s2Vd2qIeol68Nm,https://api.spotify.com/v1/audio-analysis/0NeUvbn4s2Vd2qIeol68Nm,207391,4,spotify:track:0NeUvbn4s2Vd2qIeol68Nm,Burn Slow - AMAC Remix,CHO,1,[],Burn Slow,0
0.736,0.812,8,-5.839,0,0.0507,0.00248,0.0434,0.212,0.333,118.993,audio_features,1DrVWe5Jhh5Lpbzec3w1DP,spotify:track:1DrVWe5Jhh5Lpbzec3w1DP,https://api.spotify.com/v1/tracks/1DrVWe5Jhh5Lpbzec3w1DP,https://api.spotify.com/v1/audio-analysis/1DrVWe5Jhh5Lpbzec3w1DP,213653,4,spotify:track:1DrVWe5Jhh5Lpbzec3w1DP,Burnin - Khamsin Remix,Petit Biscuit,62,['new french touch'],Parachute Remixes,15
0.564,0.72,3,-4.194,1,0.0384,0.173,0,0.213,0.263,145.085,audio_features,24UjTh2wPv6g78XeRNbyCQ,spotify:track:24UjTh2wPv6g78XeRNbyCQ,https://api.spotify.com/v1/tracks/24UjTh2wPv6g78XeRNbyCQ,https://api.spotify.com/v1/audio-analysis/24UjTh2wPv6g78XeRNbyCQ,201931,4,spotify:track:24UjTh2wPv6g78XeRNbyCQ,Butterflies,William Black,55,"['melodic dubstep', 'pop edm']",Butterflies,0
0.509,0.588,7,-8.376,0,0.0443,0.0036,0.377,0.0883,0.0885,140.118,audio_features,0vdAX9ymJSl2revby8OPGt,spotify:track:0vdAX9ymJSl2revby8OPGt,https://api.spotify.com/v1/tracks/0vdAX9ymJSl2revby8OPGt,https://api.spotify.com/v1/audio-analysis/0vdAX9ymJSl2revby8OPGt,178286,4,spotify:track:0vdAX9ymJSl2revby8OPGt,By My Side,Acejax,36,['sky room'],By My Side,0
0.477,0.808,6,-4.517,0,0.0561,0.00765,3.41E-05,0.179,0.262,145.07,audio_features,1HtqhI19YOBclfQvyOO9HQ,spotify:track:1HtqhI19YOBclfQvyOO9HQ,https://api.spotify.com/v1/tracks/1HtqhI19YOBclfQvyOO9HQ,https://api.spotify.com/v1/audio-analysis/1HtqhI19YOBclfQvyOO9HQ,234099,4,spotify:track:1HtqhI19YOBclfQvyOO9HQ,By My Side,T-Mass,42,"['bass trap', 'gaming edm', 'melodic dubstep', 'pop edm', 'traprun']",By My Side,0
0.742,0.737,8,-3.713,0,0.0393,0.0891,0,0.0783,0.513,123.972,audio_features,7hAxByWjSa84N65MzQuJB6,spotify:track:7hAxByWjSa84N65MzQuJB6,https://api.spotify.com/v1/tracks/7hAxByWjSa84N65MzQuJB6,https://api.spotify.com/v1/audio-analysis/7hAxByWjSa84N65MzQuJB6,166452,4,spotify:track:7hAxByWjSa84N65MzQuJB6,By My Side,Hot Shade,56,[],By My Side,0
0.407,0.592,10,-6.632,1,0.0537,0.288,1.20E-05,0.157,0.32,180.001,audio_features,1Gz3r6XFSqYdqBhyYaHtto,spotify:track:1Gz3r6XFSqYdqBhyYaHtto,https://api.spotify.com/v1/tracks/1Gz3r6XFSqYdqBhyYaHtto,https://api.spotify.com/v1/audio-analysis/1Gz3r6XFSqYdqBhyYaHtto,213342,4,spotify:track:1Gz3r6XFSqYdqBhyYaHtto,By My Side,N3WPORT,45,"['melodic dubstep', 'pop edm']",By My Side,24
0.358,0.863,4,-6.383,0,0.176,0.0374,0.00142,0.126,0.213,150.046,audio_features,3rlhkvE6YPxLz9YHGBhmKG,spotify:track:3rlhkvE6YPxLz9YHGBhmKG,https://api.spotify.com/v1/tracks/3rlhkvE6YPxLz9YHGBhmKG,https://api.spotify.com/v1/audio-analysis/3rlhkvE6YPxLz9YHGBhmKG,162400,3,spotify:track:3rlhkvE6YPxLz9YHGBhmKG,Cage of Lies,Sdms,37,['traprun'],Cage of Lies,0
0.612,0.785,4,-3.868,0,0.0426,0.52,6.56E-06,0.205,0.302,95.952,audio_features,7zqkPFTOh7Zewc728lVDqw,spotify:track:7zqkPFTOh7Zewc728lVDqw,https://api.spotify.com/v1/tracks/7zqkPFTOh7Zewc728lVDqw,https://api.spotify.com/v1/audio-analysis/7zqkPFTOh7Zewc728lVDqw,218921,4,spotify:track:7zqkPFTOh7Zewc728lVDqw,California - Audiovista Remix,ROOKIES,32,['deep tropical house'],California (Audiovista Remix),9
0.714,0.747,0,-6.505,0,0.0393,0.533,0.00893,0.125,0.0971,100.043,audio_features,4t1dkVSUytQdV6VstXWPmN,spotify:track:4t1dkVSUytQdV6VstXWPmN,https://api.spotify.com/v1/tracks/4t1dkVSUytQdV6VstXWPmN,https://api.spotify.com/v1/audio-analysis/4t1dkVSUytQdV6VstXWPmN,186006,4,spotify:track:4t1dkVSUytQdV6VstXWPmN,California Dreaming (feat. Paul Rey),Arman Cekin,47,['bass trap'],California Dreaming (feat. Paul Rey),37
0.714,0.747,0,-6.505,0,0.0393,0.533,0.00893,0.125,0.0971,100.043,audio_features,4t1dkVSUytQdV6VstXWPmN,spotify:track:4t1dkVSUytQdV6VstXWPmN,https://api.spotify.com/v1/tracks/4t1dkVSUytQdV6VstXWPmN,https://api.spotify.com/v1/audio-analysis/4t1dkVSUytQdV6VstXWPmN,186006,4,spotify:track:4t1dkVSUytQdV6VstXWPmN,California Dreaming (feat. Paul Rey),Arman Cekin,47,['bass trap'],California Dreaming (feat. Paul Rey),37
0.714,0.747,0,-6.505,0,0.0393,0.533,0.00893,0.125,0.0971,100.043,audio_features,4t1dkVSUytQdV6VstXWPmN,spotify:track:4t1dkVSUytQdV6VstXWPmN,https://api.spotify.com/v1/tracks/4t1dkVSUytQdV6VstXWPmN,https://api.spotify.com/v1/audio-analysis/4t1dkVSUytQdV6VstXWPmN,186006,4,spotify:track:4t1dkVSUytQdV6VstXWPmN,California Dreaming (feat. Paul Rey),Arman Cekin,47,['bass trap'],California Dreaming (feat. Paul Rey),37
0.714,0.747,0,-6.505,0,0.0393,0.533,0.00893,0.125,0.0971,100.043,audio_features,4t1dkVSUytQdV6VstXWPmN,spotify:track:4t1dkVSUytQdV6VstXWPmN,https://api.spotify.com/v1/tracks/4t1dkVSUytQdV6VstXWPmN,https://api.spotify.com/v1/audio-analysis/4t1dkVSUytQdV6VstXWPmN,186006,4,spotify:track:4t1dkVSUytQdV6VstXWPmN,California Dreaming (feat. Paul Rey),Arman Cekin,47,['bass trap'],California Dreaming (feat. Paul Rey),37
0.581,0.877,3,-3.595,0,0.0486,0.0172,0,0.248,0.35,127.952,audio_features,1UPyhGntpIx9jGJ5UVtKVS,spotify:track:1UPyhGntpIx9jGJ5UVtKVS,https://api.spotify.com/v1/tracks/1UPyhGntpIx9jGJ5UVtKVS,https://api.spotify.com/v1/audio-analysis/1UPyhGntpIx9jGJ5UVtKVS,189375,4,spotify:track:1UPyhGntpIx9jGJ5UVtKVS,Call Me A Spaceman - Radio Edit,Hardwell,69,"['big room', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house']",Call Me A Spaceman,0
0.67,0.838,0,-4.031,1,0.0362,0.0604,0.000611,0.159,0.717,104.998,audio_features,2L6orAlH8tBhiFTumIfMyF,spotify:track:2L6orAlH8tBhiFTumIfMyF,https://api.spotify.com/v1/tracks/2L6orAlH8tBhiFTumIfMyF,https://api.spotify.com/v1/audio-analysis/2L6orAlH8tBhiFTumIfMyF,222041,4,spotify:track:2L6orAlH8tBhiFTumIfMyF,Call on Me - Ryan Riback Remix,Starley,56,['aussietronica'],Call On Me (Remixes),59
0.591,0.702,7,-5.59,1,0.0289,0.225,0,0.414,0.501,104.003,audio_features,05CwHjIk71RXVU40boRMnR,spotify:track:05CwHjIk71RXVU40boRMnR,https://api.spotify.com/v1/tracks/05CwHjIk71RXVU40boRMnR,https://api.spotify.com/v1/audio-analysis/05CwHjIk71RXVU40boRMnR,217653,4,spotify:track:05CwHjIk71RXVU40boRMnR,Call You Mine (feat. Bebe Rexha),The Chainsmokers,83,['pop'],World War Joy,0
0.416,0.849,1,-4.909,0,0.0455,0.00864,0.000138,0.204,0.147,125.098,audio_features,1trC8L8YpawkU553ymy2zC,spotify:track:1trC8L8YpawkU553ymy2zC,https://api.spotify.com/v1/tracks/1trC8L8YpawkU553ymy2zC,https://api.spotify.com/v1/audio-analysis/1trC8L8YpawkU553ymy2zC,205440,4,spotify:track:1trC8L8YpawkU553ymy2zC,Calling (Lose My Mind) - Radio Edit,Sebastian Ingrosso,61,"['dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house']",Calling (Lose My Mind),61
0.381,0.861,5,-4.407,0,0.0639,0.0636,0,0.0849,0.296,150.006,audio_features,0yPWj2trBQazAUasaLmqbU,spotify:track:0yPWj2trBQazAUasaLmqbU,https://api.spotify.com/v1/tracks/0yPWj2trBQazAUasaLmqbU,https://api.spotify.com/v1/audio-analysis/0yPWj2trBQazAUasaLmqbU,284542,4,spotify:track:0yPWj2trBQazAUasaLmqbU,Calling You Home (feat. RUNN),Seven Lions,62,"['brostep', 'complextro', 'dubstep', 'edm', 'electro house', 'melodic dubstep', 'pop dance', 'progressive trance']",Calling You Home (feat. RUNN),33
0.629,0.387,0,-7.896,1,0.283,0.355,0.925,0.25,0.321,154.964,audio_features,0vmTJD7gEG1HtPUnmxHXfs,spotify:track:0vmTJD7gEG1HtPUnmxHXfs,https://api.spotify.com/v1/tracks/0vmTJD7gEG1HtPUnmxHXfs,https://api.spotify.com/v1/audio-analysis/0vmTJD7gEG1HtPUnmxHXfs,148669,4,spotify:track:0vmTJD7gEG1HtPUnmxHXfs,CALMNESS,MVTRIIIX,43,[],QUANTUM IMMORTALITY,52
0.621,0.863,11,-3.389,0,0.0913,0.0422,0,0.123,0.442,95.029,audio_features,4JHfB0tPjE38N5KTSaX39I,spotify:track:4JHfB0tPjE38N5KTSaX39I,https://api.spotify.com/v1/tracks/4JHfB0tPjE38N5KTSaX39I,https://api.spotify.com/v1/audio-analysis/4JHfB0tPjE38N5KTSaX39I,198316,4,spotify:track:4JHfB0tPjE38N5KTSaX39I,Can We Be Free,KUURO,43,"['bass trap', 'game mood']",Can We Be Free,43
0.528,0.92,0,-3.237,1,0.0402,0.13,1.31E-06,0.295,0.589,158.887,audio_features,2nYtr0e8T1UB89YaMUzO5G,spotify:track:2nYtr0e8T1UB89YaMUzO5G,https://api.spotify.com/v1/tracks/2nYtr0e8T1UB89YaMUzO5G,https://api.spotify.com/v1/audio-analysis/2nYtr0e8T1UB89YaMUzO5G,190388,4,spotify:track:2nYtr0e8T1UB89YaMUzO5G,Can You Hear the Echo?,Victoria Celestine,9,[],Can You Hear the Echo?,7
0.693,0.85,0,-3.648,1,0.0452,0.00841,0.0105,0.674,0.96,128.002,audio_features,51Qhv6GWh4Irk5AB4MtGzX,spotify:track:51Qhv6GWh4Irk5AB4MtGzX,https://api.spotify.com/v1/tracks/51Qhv6GWh4Irk5AB4MtGzX,https://api.spotify.com/v1/audio-analysis/51Qhv6GWh4Irk5AB4MtGzX,365625,4,spotify:track:51Qhv6GWh4Irk5AB4MtGzX,Can You Hear the Echo? - Adam Turner Club Mix,Victoria Celestine,9,[],Can You Hear the Echo?,19
0.696,0.818,0,-3.211,1,0.0487,0.0155,0.00924,0.251,0.861,125.01,audio_features,4qMcXVzphY85iKSxYYrtoq,spotify:track:4qMcXVzphY85iKSxYYrtoq,https://api.spotify.com/v1/tracks/4qMcXVzphY85iKSxYYrtoq,https://api.spotify.com/v1/audio-analysis/4qMcXVzphY85iKSxYYrtoq,168447,4,spotify:track:4qMcXVzphY85iKSxYYrtoq,Candyfloss,Alfie Templeman,53,['modern alternative pop'],Mellow Moon,34
0.688,0.867,4,-4.182,1,0.0393,0.0485,0.00118,0.469,0.301,128.003,audio_features,0euyZh7zSUmpNXVpVBdcN2,spotify:track:0euyZh7zSUmpNXVpVBdcN2,https://api.spotify.com/v1/tracks/0euyZh7zSUmpNXVpVBdcN2,https://api.spotify.com/v1/audio-analysis/0euyZh7zSUmpNXVpVBdcN2,200640,4,spotify:track:0euyZh7zSUmpNXVpVBdcN2,Candyland,Tobu,53,['gaming edm'],Candyland,55
0.641,0.922,2,-4.457,1,0.0786,0.0291,0,0.0862,0.847,146.078,audio_features,3bidbhpOYeV4knp8AIu8Xn,spotify:track:3bidbhpOYeV4knp8AIu8Xn,https://api.spotify.com/v1/tracks/3bidbhpOYeV4knp8AIu8Xn,https://api.spotify.com/v1/audio-analysis/3bidbhpOYeV4knp8AIu8Xn,258343,4,spotify:track:3bidbhpOYeV4knp8AIu8Xn,Can't Hold Us (feat. Ray Dalton),Macklemore,78,"['pop rap', 'seattle hip hop']",The Heist,77
0.711,0.545,10,-8.401,1,0.11,0.085,0,0.095,0.44,74.996,audio_features,61RsA1VPJu0JFVsxMxwW6b,spotify:track:61RsA1VPJu0JFVsxMxwW6b,https://api.spotify.com/v1/tracks/61RsA1VPJu0JFVsxMxwW6b,https://api.spotify.com/v1/audio-analysis/61RsA1VPJu0JFVsxMxwW6b,296800,4,spotify:track:61RsA1VPJu0JFVsxMxwW6b,Careless,NEFFEX,72,[],Careless,57
0.459,0.823,0,-4.661,1,0.105,0.047,3.22E-05,0.385,0.161,151.163,audio_features,4ejJ1CiMttj06UY2Ofqhln,spotify:track:4ejJ1CiMttj06UY2Ofqhln,https://api.spotify.com/v1/tracks/4ejJ1CiMttj06UY2Ofqhln,https://api.spotify.com/v1/audio-analysis/4ejJ1CiMttj06UY2Ofqhln,197086,4,spotify:track:4ejJ1CiMttj06UY2Ofqhln,Catch Me,JVNA,42,"['electra', 'melodic dubstep']",Catch Me,0
0.626,0.762,0,-3.627,0,0.0458,0.23,0,0.147,0.637,99.968,audio_features,70EI0sw5bwGnRyNnSTSbSU,spotify:track:70EI0sw5bwGnRyNnSTSbSU,https://api.spotify.com/v1/tracks/70EI0sw5bwGnRyNnSTSbSU,https://api.spotify.com/v1/audio-analysis/70EI0sw5bwGnRyNnSTSbSU,227083,4,spotify:track:70EI0sw5bwGnRyNnSTSbSU,Catching On,Elephante,47,"['pop dance', 'pop edm']",I Am The Elephante,35
0.693,0.813,5,-4.735,0,0.0447,0.00854,0.000269,0.12,0.515,122.063,audio_features,7uY8q7WQdukE0L3JcOyLQL,spotify:track:7uY8q7WQdukE0L3JcOyLQL,https://api.spotify.com/v1/tracks/7uY8q7WQdukE0L3JcOyLQL,https://api.spotify.com/v1/audio-analysis/7uY8q7WQdukE0L3JcOyLQL,173215,4,spotify:track:7uY8q7WQdukE0L3JcOyLQL,Caught Up (with Olivia O'Brien),Gryffin,69,"['edm', 'pop dance']",Alive,43
0.433,0.9,6,-3.77,0,0.0606,0.0142,0.00768,0.333,0.397,170.094,audio_features,30hG50pwi2ym5AGYlcChsd,spotify:track:30hG50pwi2ym5AGYlcChsd,https://api.spotify.com/v1/tracks/30hG50pwi2ym5AGYlcChsd,https://api.spotify.com/v1/audio-analysis/30hG50pwi2ym5AGYlcChsd,202235,4,spotify:track:30hG50pwi2ym5AGYlcChsd,Celestial,Egzod,65,[],Celestial,16
0.432,0.837,11,-4.926,0,0.0787,0.0477,0.454,0.13,0.331,141.953,audio_features,3P7eiyQ7M6KjNqslxAweZE,spotify:track:3P7eiyQ7M6KjNqslxAweZE,https://api.spotify.com/v1/tracks/3P7eiyQ7M6KjNqslxAweZE,https://api.spotify.com/v1/audio-analysis/3P7eiyQ7M6KjNqslxAweZE,194476,4,spotify:track:3P7eiyQ7M6KjNqslxAweZE,Chains,Far Out,48,"['melodic dubstep', 'pop edm', 'traprun']",Chains,0
0.607,0.522,5,-10.028,0,0.0704,0.0553,0,0.0909,0.265,109.961,audio_features,77U6kcldLRFl9vCfaw11Sr,spotify:track:77U6kcldLRFl9vCfaw11Sr,https://api.spotify.com/v1/tracks/77U6kcldLRFl9vCfaw11Sr,https://api.spotify.com/v1/audio-analysis/77U6kcldLRFl9vCfaw11Sr,196364,4,spotify:track:77U6kcldLRFl9vCfaw11Sr,Champagne & Sunshine,PLVTINUM,61,['dark r&b'],Champagne & Sunshine,68
0.59,0.802,5,-5.977,1,0.0922,0.0311,2.74E-06,0.601,0.437,120.046,audio_features,7hEXzeo97ANgfNxORqiZts,spotify:track:7hEXzeo97ANgfNxORqiZts,https://api.spotify.com/v1/tracks/7hEXzeo97ANgfNxORqiZts,https://api.spotify.com/v1/audio-analysis/7hEXzeo97ANgfNxORqiZts,145032,4,spotify:track:7hEXzeo97ANgfNxORqiZts,Change My World,Carlprit,50,['german dance'],Change My World,0
0.573,0.951,3,-1.376,0,0.0421,0.000483,0.00451,0.172,0.408,150.063,audio_features,1VxogbO6bfygdfaCnE9oLb,spotify:track:1VxogbO6bfygdfaCnE9oLb,https://api.spotify.com/v1/tracks/1VxogbO6bfygdfaCnE9oLb,https://api.spotify.com/v1/audio-analysis/1VxogbO6bfygdfaCnE9oLb,195200,4,spotify:track:1VxogbO6bfygdfaCnE9oLb,Chasing Colors (feat. Noah Cyrus),Marshmello,84,"['brostep', 'edm', 'pop', 'progressive electro house']",Chasing Colors (feat. Noah Cyrus),47
0.397,0.818,8,-2.859,1,0.166,0.377,0,0.0636,0.462,127.545,audio_features,4eUMbFJ6l8UogwBENovA4v,spotify:track:4eUMbFJ6l8UogwBENovA4v,https://api.spotify.com/v1/tracks/4eUMbFJ6l8UogwBENovA4v,https://api.spotify.com/v1/audio-analysis/4eUMbFJ6l8UogwBENovA4v,203715,4,spotify:track:4eUMbFJ6l8UogwBENovA4v,Chasing Time,Vicetone,64,"['edm', 'electro house', 'pop dance', 'progressive electro house']",Chasing Time,34
0.667,0.635,11,-5.761,0,0.0518,0.0503,0,0.367,0.478,98.011,audio_features,13JyykwyYQ3T5QxxL34ukQ,spotify:track:13JyykwyYQ3T5QxxL34ukQ,https://api.spotify.com/v1/tracks/13JyykwyYQ3T5QxxL34ukQ,https://api.spotify.com/v1/audio-analysis/13JyykwyYQ3T5QxxL34ukQ,212927,4,spotify:track:13JyykwyYQ3T5QxxL34ukQ,chateau,blackbear,75,"['alt z', 'pop']",digital druglord,0
0.386,0.651,5,-5.617,0,0.0466,0.0418,0.00295,0.11,0.0685,173.991,audio_features,1XIPtNXUlqoblUW87s6VK3,spotify:track:1XIPtNXUlqoblUW87s6VK3,https://api.spotify.com/v1/tracks/1XIPtNXUlqoblUW87s6VK3,https://api.spotify.com/v1/audio-analysis/1XIPtNXUlqoblUW87s6VK3,229005,4,spotify:track:1XIPtNXUlqoblUW87s6VK3,Circles,Unknown Brain,58,['gaming edm'],Circles,0
0.478,0.818,4,-5.076,1,0.0377,0.00292,0.00789,0.438,0.163,127.953,audio_features,54ZPmGE1uOG9IYoUBSRSp7,spotify:track:54ZPmGE1uOG9IYoUBSRSp7,https://api.spotify.com/v1/tracks/54ZPmGE1uOG9IYoUBSRSp7,https://api.spotify.com/v1/audio-analysis/54ZPmGE1uOG9IYoUBSRSp7,226867,4,spotify:track:54ZPmGE1uOG9IYoUBSRSp7,City Of Dreams - Radio Edit,Dirty South,48,"['australian dance', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house']",City Of Dreams,55
0.661,0.603,8,-8.535,0,0.0703,0.0575,0.000268,0.122,0.197,81.052,audio_features,3KWlrsPwSgFEud0W6nVUtH,spotify:track:3KWlrsPwSgFEud0W6nVUtH,https://api.spotify.com/v1/tracks/3KWlrsPwSgFEud0W6nVUtH,https://api.spotify.com/v1/audio-analysis/3KWlrsPwSgFEud0W6nVUtH,180752,4,spotify:track:3KWlrsPwSgFEud0W6nVUtH,Claire,Axol,40,['gaming edm'],Claire,0
0.509,0.781,8,-3.48,1,0.072,0.0398,0,0.0749,0.176,128,audio_features,60wwxj6Dd9NJlirf84wr2c,spotify:track:60wwxj6Dd9NJlirf84wr2c,https://api.spotify.com/v1/tracks/60wwxj6Dd9NJlirf84wr2c,https://api.spotify.com/v1/audio-analysis/60wwxj6Dd9NJlirf84wr2c,271427,4,spotify:track:60wwxj6Dd9NJlirf84wr2c,Clarity,Zedd,76,"['complextro', 'edm', 'german techno', 'pop', 'pop dance']",Clarity,73
0.79,0.939,6,-1.802,0,0.0571,0.549,0.218,0.636,0.403,102.044,audio_features,1AP7yzd4qSdKVcupPC827R,spotify:track:1AP7yzd4qSdKVcupPC827R,https://api.spotify.com/v1/tracks/1AP7yzd4qSdKVcupPC827R,https://api.spotify.com/v1/audio-analysis/1AP7yzd4qSdKVcupPC827R,175266,4,spotify:track:1AP7yzd4qSdKVcupPC827R,Clear - Shawn Wasabi Remix,Pusher,38,['kawaii future bass'],Clear,50
0.625,0.811,1,-4.875,0,0.0399,0.0842,2.80E-05,0.258,0.146,139.978,audio_features,0YRRY9xvuAQgBHW9qiFwNr,spotify:track:0YRRY9xvuAQgBHW9qiFwNr,https://api.spotify.com/v1/tracks/0YRRY9xvuAQgBHW9qiFwNr,https://api.spotify.com/v1/audio-analysis/0YRRY9xvuAQgBHW9qiFwNr,211714,4,spotify:track:0YRRY9xvuAQgBHW9qiFwNr,Close,3LAU,52,"['edm', 'electro house', 'mashup', 'pop dance', 'progressive electro house', 'progressive house']",Ultraviolet,0
0.575,0.758,1,-5.029,0,0.0618,0.0954,0,0.394,0.493,144.107,audio_features,5JEx7HbmvHQQswJCsoo9rA,spotify:track:5JEx7HbmvHQQswJCsoo9rA,https://api.spotify.com/v1/tracks/5JEx7HbmvHQQswJCsoo9rA,https://api.spotify.com/v1/audio-analysis/5JEx7HbmvHQQswJCsoo9rA,182623,4,spotify:track:5JEx7HbmvHQQswJCsoo9rA,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,80,"['indietronica', 'metropopolis', 'pop', 'uk pop']",Close To Me (feat. Swae Lee),57
0.506,0.923,2,-3.371,1,0.0776,0.0719,0.000279,0.144,0.512,125.02,audio_features,76tauo0qVXT7o5O2DIYtlu,spotify:track:76tauo0qVXT7o5O2DIYtlu,https://api.spotify.com/v1/tracks/76tauo0qVXT7o5O2DIYtlu,https://api.spotify.com/v1/audio-analysis/76tauo0qVXT7o5O2DIYtlu,211200,4,spotify:track:76tauo0qVXT7o5O2DIYtlu,Closer,Elephante,47,"['pop dance', 'pop edm']",I Am The Elephante,26
